Year,Month,Day,Hour,TROP (Tg),NAME (Tg),sigma TROP (Tg)
2019,7,13,5,0.019,0.006,0.006
2019,7,13,7,0.028,0.014,0.009
2019,7,13,9,0.038,0.026,0.013
2019,7,13,10,0.088,0.066,0.031
2019,7,13,12,0.108,0.088,0.037
2019,7,13,14,0.115,0.109,0.04
2019,7,13,16,0.123,0.11,0.041
2019,7,13,17,0.121,0.098,0.039
2019,7,13,19,0.098,0.081,0.031
2019,7,13,22,0.092,0.02,0.028
2019,7,14,0,0.055,0.04,0.017
2019,7,14,2,0.115,0.041,0.033
2019,7,14,3,0.033,0.029,0.01
2019,7,14,5,0.013,0.004,0.005
2019,7,14,7,0.019,0.011,0.007
2019,7,14,8,0.039,0.032,0.014
2019,7,14,10,0.073,0.054,0.025
2019,7,14,12,0.066,0.063,0.024
2019,7,14,14,0.083,0.088,0.03
2019,7,14,15,0.095,0.093,0.033
2019,7,14,17,0.12,0.093,0.039
2019,7,14,19,0.114,0.093,0.036
2019,7,14,20,0.109,0.04,0.035
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
